Outlet_Size,Outlet_Location_Type,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Type,Item_Outlet_Sales
Medium,Tier 3,Regular,0.096491904,Meat,134.4942,OUT018,Supermarket Type2,1854.9188
Medium,Tier 3,Low Fat,0.033735909,Household,110.9912,OUT018,Supermarket Type2,1856.2504
Small,Tier 2,Low Fat,0.033592687,Household,108.1912,OUT035,Supermarket Type1,1856.2504
Small,Tier 2,Regular,0.018021361,Meat,101.199,OUT035,Supermarket Type1,1857.582
Medium,Tier 3,Low Fat,0.103894671,Canned,101.299,OUT018,Supermarket Type2,1857.582
Medium,Tier 1,Regular,0.142910689,Fruits and Vegetables,89.6514,OUT049,Supermarket Type1,1859.5794
Medium,Tier 1,Low Fat,0.0576269,Dairy,83.3566,OUT049,Supermarket Type1,1860.2452
High,Tier 3,Low Fat,0.058042926,Meat,154.6314,OUT013,Supermarket Type1,1861.5768
Medium,Tier 3,Regular,0.085296625,Canned,153.4314,OUT018,Supermarket Type2,1861.5768
Medium,Tier 3,Low Fat,0.014482278,Meat,118.115,OUT018,Supermarket Type2,1864.24
Medium,Tier 3,Regular,0.184041545,Dairy,110.157,OUT018,Supermarket Type2,1867.569
Medium,Tier 1,Low Fat,0.057485328,Fruits and Vegetables,126.2046,OUT049,Supermarket Type1,1867.569
High,Tier 3,Regular,0.027594064,Canned,171.179,OUT013,Supermarket Type1,1867.569
Small,Tier 2,Regular,0.032152786,Canned,157.3972,OUT035,Supermarket Type1,1869.5664
Small,Tier 2,Low Fat,0.020916223,Hard Drinks,141.8128,OUT035,Supermarket Type1,1869.5664
Medium,Tier 3,Low Fat,0.05858462,Dairy,142.7128,OUT018,Supermarket Type2,1869.5664
Medium,Tier 3,Regular,0.056695731,Breads,104.0648,OUT018,Supermarket Type2,1869.5664
Medium,Tier 1,Low Fat,0.148163564,Household,232.7616,OUT049,Supermarket Type1,1874.8928
Small,Tier 2,Regular,0.044974051,Fruits and Vegetables,115.5808,OUT035,Supermarket Type1,1874.8928
Small,Tier 1,Low Fat,0.038729057,Fruits and Vegetables,117.1808,OUT046,Supermarket Type1,1874.8928
High,Tier 3,Regular,0.09357779,Snack Foods,125.9704,OUT013,Supermarket Type1,1877.556
Medium,Tier 3,Low Fat,0.024576875,Health and Hygiene,186.6214,OUT018,Supermarket Type2,1884.214
Medium,Tier 3,Low Fat,0.098814721,Meat,100.5042,OUT018,Supermarket Type2,1884.8798
High,Tier 3,Low Fat,0.054011943,Snack Foods,116.5466,OUT013,Supermarket Type1,1885.5456
Small,Tier 1,Low Fat,0.05507343,Fruits and Vegetables,145.1444,OUT046,Supermarket Type1,1886.8772
Small,Tier 2,Low Fat,0.03761584,Fruits and Vegetables,109.1886,OUT035,Supermarket Type1,1890.2062
High,Tier 3,Low Fat,0.022047313,Dairy,110.2886,OUT013,Supermarket Type1,1890.2062
Medium,Tier 1,Low Fat,0.048092816,Hard Drinks,159.2946,OUT049,Supermarket Type1,1893.5352
Medium,Tier 1,Regular,0.007551607,Dairy,145.8102,OUT049,Supermarket Type1,1895.5326
Medium,Tier 1,Low Fat,0.014577695,Soft Drinks,147.2102,OUT049,Supermarket Type1,1895.5326
Small,Tier 1,Regular,0.049162885,Fruits and Vegetables,146.9102,OUT046,Supermarket Type1,1895.5326
Small,Tier 2,Low Fat,0.175047104,Soft Drinks,146.9102,OUT035,Supermarket Type1,1895.5326
Small,Tier 2,Regular,0.077999504,Meat,238.0248,OUT035,Supermarket Type1,1896.1984
Medium,Tier 1,Regular,0.0,Meat,235.6248,OUT049,Supermarket Type1,1896.1984
High,Tier 3,Low Fat,0.04442649,Snack Foods,124.902,OUT013,Supermarket Type1,1897.53
Small,Tier 2,Regular,0.071439051,Fruits and Vegetables,61.0536,OUT035,Supermarket Type1,1898.8616
Small,Tier 1,Low Fat,0.113939434,Health and Hygiene,160.2604,OUT046,Supermarket Type1,1901.5248
High,Tier 3,Low Fat,0.092589917,Household,159.5604,OUT013,Supermarket Type1,1901.5248
High,Tier 3,Low Fat,0.176069023,Baking Goods,156.7604,OUT013,Supermarket Type1,1901.5248
Small,Tier 2,Low Fat,0.176182345,Baking Goods,158.1604,OUT035,Supermarket Type1,1901.5248
Small,Tier 1,Low Fat,0.011261165,Canned,189.5188,OUT046,Supermarket Type1,1904.188
Small,Tier 1,Regular,0.039844429,Fruits and Vegetables,190.1188,OUT046,Supermarket Type1,1904.188
Medium,Tier 1,Low Fat,0.112097433,Frozen Foods,105.5622,OUT049,Supermarket Type1,1905.5196
Small,Tier 2,Low Fat,0.111902259,Frozen Foods,105.4622,OUT035,Supermarket Type1,1905.5196
Small,Tier 2,Low Fat,0.128065918,Snack Foods,104.3622,OUT035,Supermarket Type1,1905.5196
Medium,Tier 3,Low Fat,0.0,Snack Foods,238.7564,OUT018,Supermarket Type2,1906.8512
High,Tier 3,Low Fat,0.020853376,Dairy,117.4782,OUT013,Supermarket Type1,1906.8512
Medium,Tier 1,Low Fat,0.087805788,Fruits and Vegetables,126.7678,OUT049,Supermarket Type1,1907.517
Small,Tier 2,Low Fat,0.122204371,Fruits and Vegetables,173.5738,OUT035,Supermarket Type1,1911.5118
High,Tier 3,Low Fat,0.033060937,Meat,172.4738,OUT013,Supermarket Type1,1911.5118
Small,Tier 2,Low Fat,0.013363902,Others,106.128,OUT035,Supermarket Type1,1917.504
Small,Tier 1,Regular,0.127727102,Dairy,121.144,OUT046,Supermarket Type1,1917.504
Small,Tier 2,Low Fat,0.0,Health and Hygiene,120.644,OUT035,Supermarket Type1,1917.504
Medium,Tier 1,Low Fat,0.086266286,Frozen Foods,147.2076,OUT049,Supermarket Type1,1921.4988
Small,Tier 2,Low Fat,0.03201648,Household,99.6016,OUT035,Supermarket Type1,1922.8304
Small,Tier 1,Low Fat,0.005474515,Frozen Foods,99.7016,OUT046,Supermarket Type1,1922.8304
Small,Tier 1,Regular,0.084765192,Canned,215.0218,OUT046,Supermarket Type1,1923.4962
Small,Tier 1,Regular,0.044984874,Soft Drinks,175.0054,OUT046,Supermarket Type1,1926.1594
Medium,Tier 1,Regular,0.020750867,Breakfast,128.7994,OUT049,Supermarket Type1,1927.491
Medium,Tier 3,Low Fat,0.016679143,Frozen Foods,119.3098,OUT018,Supermarket Type2,1928.1568
Small,Tier 2,Low Fat,0.105577348,Fruits and Vegetables,85.6908,OUT035,Supermarket Type1,1929.4884
High,Tier 3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,Supermarket Type1,1929.4884
High,Tier 3,Low Fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,Supermarket Type1,1929.4884
Medium,Tier 1,Regular,0.047565208,Dairy,213.4876,OUT049,Supermarket Type1,1929.4884
Small,Tier 1,Low Fat,0.082011521,Frozen Foods,213.3534,OUT046,Supermarket Type1,1935.4806
Medium,Tier 1,Low Fat,0.010647477,Meat,66.3826,OUT049,Supermarket Type1,1937.478
Medium,Tier 1,Low Fat,0.139669224,Frozen Foods,147.6392,OUT049,Supermarket Type1,1938.8096
Medium,Tier 3,Regular,0.057290978,Fruits and Vegetables,242.7512,OUT018,Supermarket Type2,1938.8096
High,Tier 3,Low Fat,0.009984847,Household,175.437,OUT013,Supermarket Type1,1940.807
Medium,Tier 3,Low Fat,0.084179812,Hard Drinks,109.0596,OUT018,Supermarket Type2,1941.4728
Small,Tier 1,Low Fat,0.041227831,Household,129.831,OUT046,Supermarket Type1,1947.465
Small,Tier 1,Regular,0.074731477,Breads,77.5986,OUT046,Supermarket Type1,1947.465
High,Tier 3,Regular,0.07964724,Fruits and Vegetables,101.4332,OUT013,Supermarket Type1,1948.1308
Small,Tier 2,Low Fat,0.025962714,Fruits and Vegetables,120.9414,OUT035,Supermarket Type1,1949.4624
High,Tier 3,Regular,0.076097073,Dairy,193.5794,OUT013,Supermarket Type1,1950.794
High,Tier 3,Low Fat,0.01946418,Health and Hygiene,196.3794,OUT013,Supermarket Type1,1950.794
Medium,Tier 3,Regular,0.037723476,Snack Foods,109.5254,OUT018,Supermarket Type2,1953.4572
Medium,Tier 1,Low Fat,0.0,Canned,178.2686,OUT049,Supermarket Type1,1955.4546
High,Tier 3,Regular,0.00827301,Dairy,150.4708,OUT013,Supermarket Type1,1956.1204
Small,Tier 1,Regular,0.102723919,Canned,93.212,OUT046,Supermarket Type1,1957.452
Small,Tier 1,Low Fat,0.099962524,Snack Foods,193.8452,OUT046,Supermarket Type1,1957.452
Medium,Tier 3,Low Fat,0.019554705,Others,162.421,OUT018,Supermarket Type2,1957.452
Medium,Tier 1,Low Fat,0.045928229,Frozen Foods,138.118,OUT049,Supermarket Type1,1957.452
Small,Tier 1,Low Fat,0.050750977,Canned,122.2072,OUT046,Supermarket Type1,1960.1152
High,Tier 3,Regular,0.062648111,Frozen Foods,104.899,OUT013,Supermarket Type1,1960.781
Small,Tier 1,Regular,0.062700289,Frozen Foods,102.199,OUT046,Supermarket Type1,1960.781
Medium,Tier 1,Low Fat,0.031097948,Fruits and Vegetables,103.899,OUT049,Supermarket Type1,1960.781
High,Tier 3,Low Fat,0.027556247,Household,176.6344,OUT013,Supermarket Type1,1962.7784
Small,Tier 1,Low Fat,0.090562192,Household,198.211,OUT046,Supermarket Type1,1964.11
Small,Tier 2,Low Fat,0.00879232,Household,195.011,OUT035,Supermarket Type1,1964.11
Small,Tier 2,Regular,0.049579883,Frozen Foods,110.0912,OUT035,Supermarket Type1,1965.4416
Small,Tier 1,Low Fat,0.084966021,Snack Foods,111.1912,OUT046,Supermarket Type1,1965.4416
Medium,Tier 1,Regular,0.129705008,Snack Foods,141.8838,OUT049,Supermarket Type1,1966.7732
Small,Tier 1,Low Fat,0.076855628,Household,116.0492,OUT046,Supermarket Type1,1969.4364
Small,Tier 2,Low Fat,0.076841095,Household,117.5492,OUT035,Supermarket Type1,1969.4364
Medium,Tier 3,Low Fat,0.046749112,Health and Hygiene,100.4384,OUT018,Supermarket Type2,1970.768
Small,Tier 2,Regular,0.009620042,Dairy,121.673,OUT035,Supermarket Type1,1970.768
Medium,Tier 1,Low Fat,0.05410964,Seafood,195.0768,OUT049,Supermarket Type1,1970.768
Small,Tier 2,Low Fat,0.090278634,Household,86.7882,OUT035,Supermarket Type1,1975.4286
Medium,Tier 1,Regular,0.034753686,Canned,141.5496,OUT049,Supermarket Type1,1976.0944
High,Tier 3,Low Fat,0.0680243,Fruits and Vegetables,196.4426,OUT013,Supermarket Type1,1977.426
Medium,Tier 3,Low Fat,0.034082974,Others,130.9284,OUT018,Supermarket Type2,1977.426
Small,Tier 2,Regular,0.072898645,Frozen Foods,198.1426,OUT035,Supermarket Type1,1977.426
Medium,Tier 3,Regular,0.100583009,Fruits and Vegetables,123.5388,OUT018,Supermarket Type2,1981.4208
Medium,Tier 3,Low Fat,0.015341139,Snack Foods,200.0084,OUT018,Supermarket Type2,1984.084
Small,Tier 2,Regular,0.063319379,Dairy,180.9318,OUT035,Supermarket Type1,1984.7498
Small,Tier 1,Low Fat,0.030795085,Soft Drinks,143.3154,OUT046,Supermarket Type1,1985.4156
Small,Tier 2,Low Fat,0.013127548,Household,142.0154,OUT035,Supermarket Type1,1985.4156
Small,Tier 2,Low Fat,0.122470805,Canned,131.7942,OUT035,Supermarket Type1,1987.413
Small,Tier 1,Low Fat,0.017038777,Health and Hygiene,112.5228,OUT046,Supermarket Type1,1989.4104
Medium,Tier 3,Low Fat,0.03334929,Dairy,155.034,OUT018,Supermarket Type2,1990.742
Small,Tier 1,Low Fat,0.011820087,Household,151.634,OUT046,Supermarket Type1,1990.742
Medium,Tier 1,Regular,0.133700752,Baking Goods,52.9298,OUT049,Supermarket Type1,1995.4026
Small,Tier 2,Regular,0.104488444,Canned,77.896,OUT035,Supermarket Type1,1997.4
Medium,Tier 1,Low Fat,0.174621343,Snack Foods,104.2964,OUT049,Supermarket Type1,1998.7316
Small,Tier 2,Low Fat,0.03722507,Soft Drinks,182.4634,OUT035,Supermarket Type1,1999.3974
Small,Tier 1,Low Fat,0.07962861,Meat,63.4826,OUT046,Supermarket Type1,2002.0606
High,Tier 3,Low Fat,0.093307668,Fruits and Vegetables,92.7146,OUT013,Supermarket Type1,2006.7212
Small,Tier 2,Regular,0.005962753,Snack Foods,102.4358,OUT035,Supermarket Type1,2010.716
Medium,Tier 3,Regular,0.029616108,Snack Foods,107.7622,OUT018,Supermarket Type2,2011.3818
Medium,Tier 1,Low Fat,0.057021156,Baking Goods,106.8622,OUT049,Supermarket Type1,2011.3818
Small,Tier 1,Low Fat,0.118102769,Snack Foods,224.8088,OUT046,Supermarket Type1,2013.3792
Small,Tier 2,Low Fat,0.039954281,Others,82.4908,OUT035,Supermarket Type1,2013.3792
Small,Tier 1,Regular,0.042681522,Meat,184.295,OUT046,Supermarket Type1,2014.045
Small,Tier 1,Regular,0.085274988,Meat,119.6124,OUT046,Supermarket Type1,2014.7108
Small,Tier 1,Regular,0.150853308,Meat,156.0314,OUT046,Supermarket Type1,2016.7082
Small,Tier 1,Regular,0.010917052,Snack Foods,185.3608,OUT046,Supermarket Type1,2021.3688
Small,Tier 1,Low Fat,0.099120588,Snack Foods,107.228,OUT046,Supermarket Type1,2024.032
Small,Tier 1,Low Fat,0.044463491,Snack Foods,127.102,OUT046,Supermarket Type1,2024.032
High,Tier 3,Low Fat,0.013355306,Others,105.528,OUT013,Supermarket Type1,2024.032
Medium,Tier 3,Regular,0.076431919,Meat,113.2202,OUT018,Supermarket Type2,2025.3636
High,Tier 3,Regular,0.009754896,Snack Foods,223.0404,OUT013,Supermarket Type1,2025.3636
High,Tier 3,Regular,0.076058484,Meat,111.8202,OUT013,Supermarket Type1,2025.3636
Small,Tier 2,Low Fat,0.019374768,Soft Drinks,155.8972,OUT035,Supermarket Type1,2025.3636
Small,Tier 1,Low Fat,0.143422643,Health and Hygiene,95.841,OUT046,Supermarket Type1,2027.361
Small,Tier 1,Low Fat,0.044414056,Fruits and Vegetables,182.4266,OUT046,Supermarket Type1,2028.6926
Medium,Tier 1,Regular,0.171093639,Dairy,155.663,OUT049,Supermarket Type1,2034.019
Small,Tier 2,Low Fat,0.015301418,Hard Drinks,105.2938,OUT035,Supermarket Type1,2036.6822
High,Tier 3,Low Fat,0.069401919,Soft Drinks,107.9938,OUT013,Supermarket Type1,2036.6822
Medium,Tier 3,Low Fat,0.080968973,Household,171.379,OUT018,Supermarket Type2,2037.348
High,Tier 3,Regular,0.025904648,Meat,102.4674,OUT013,Supermarket Type1,2037.348
Small,Tier 2,Low Fat,0.035263498,Canned,254.8014,OUT035,Supermarket Type1,2040.0112
Small,Tier 2,Regular,0.0,Dairy,144.2102,OUT035,Supermarket Type1,2041.3428
Medium,Tier 3,Low Fat,0.09297084,Breads,122.0098,OUT018,Supermarket Type2,2048.6666
Small,Tier 2,Low Fat,0.072284689,Frozen Foods,119.9098,OUT035,Supermarket Type1,2048.6666
Medium,Tier 1,Regular,0.006335942,Baking Goods,121.8098,OUT049,Supermarket Type1,2048.6666
Medium,Tier 1,Regular,0.128459481,Baking Goods,102.0332,OUT049,Supermarket Type1,2050.664
Medium,Tier 1,Regular,0.0,Fruits and Vegetables,256.633,OUT049,Supermarket Type1,2050.664
Medium,Tier 3,Low Fat,0.04282359,Canned,254.433,OUT018,Supermarket Type2,2050.664
Medium,Tier 3,Regular,0.066051758,Baking Goods,187.724,OUT018,Supermarket Type2,2050.664
Small,Tier 2,Low Fat,0.135707553,Fruits and Vegetables,172.5106,OUT035,Supermarket Type1,2053.3272
Small,Tier 1,Regular,0.067700925,Breads,256.5988,OUT046,Supermarket Type1,2055.9904
High,Tier 3,Low Fat,0.055081623,Fruits and Vegetables,128.8994,OUT013,Supermarket Type1,2055.9904
Small,Tier 1,Regular,0.062256921,Frozen Foods,148.0418,OUT046,Supermarket Type1,2059.9852
Small,Tier 1,Regular,0.025920816,Snack Foods,81.2302,OUT046,Supermarket Type1,2059.9852
High,Tier 3,Low Fat,0.008639333,Household,122.2756,OUT013,Supermarket Type1,2059.9852
High,Tier 3,Regular,0.088121336,Snack Foods,119.7756,OUT013,Supermarket Type1,2059.9852
Small,Tier 2,Low Fat,0.064351908,Snack Foods,259.4646,OUT035,Supermarket Type1,2061.3168
Small,Tier 1,Low Fat,0.029445361,Household,257.6646,OUT046,Supermarket Type1,2061.3168
Small,Tier 2,Low Fat,0.042233642,Dairy,173.3764,OUT035,Supermarket Type1,2061.3168
Small,Tier 1,Regular,0.030247903,Frozen Foods,101.399,OUT046,Supermarket Type1,2063.98
High,Tier 3,Low Fat,0.0,Fruits and Vegetables,129.3652,OUT013,Supermarket Type1,2066.6432
Small,Tier 2,Low Fat,0.035404052,Baking Goods,230.601,OUT035,Supermarket Type1,2067.309
Small,Tier 1,Low Fat,0.035410748,Baking Goods,231.401,OUT046,Supermarket Type1,2067.309
High,Tier 3,Regular,0.024875871,Baking Goods,173.0422,OUT013,Supermarket Type1,2069.3064
Medium,Tier 1,Low Fat,0.177971115,Household,174.0422,OUT049,Supermarket Type1,2069.3064
High,Tier 3,Low Fat,0.034424278,Soft Drinks,171.8422,OUT013,Supermarket Type1,2069.3064
High,Tier 3,Low Fat,0.008757492,Fruits and Vegetables,120.8414,OUT013,Supermarket Type1,2071.3038
Medium,Tier 1,Low Fat,0.034457776,Hard Drinks,113.3834,OUT049,Supermarket Type1,2073.3012
High,Tier 3,Low Fat,0.036908933,Snack Foods,115.9834,OUT013,Supermarket Type1,2073.3012
Medium,Tier 3,Low Fat,0.028980533,Health and Hygiene,129.531,OUT018,Supermarket Type2,2077.296
Small,Tier 1,Low Fat,0.020568574,Snack Foods,150.4734,OUT046,Supermarket Type1,2078.6276
Small,Tier 1,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,Supermarket Type1,2082.6224
Small,Tier 1,Low Fat,0.097904029,Soft Drinks,174.8738,OUT046,Supermarket Type1,2085.2856
Small,Tier 1,Low Fat,0.0,Fruits and Vegetables,173.3738,OUT046,Supermarket Type1,2085.2856
Medium,Tier 1,Low Fat,0.031151714,Fruits and Vegetables,158.7578,OUT049,Supermarket Type1,2085.9514
High,Tier 3,Regular,0.035227697,Fruits and Vegetables,159.5578,OUT013,Supermarket Type1,2085.9514
Medium,Tier 1,Low Fat,0.026830586,Snack Foods,108.057,OUT049,Supermarket Type1,2087.283
High,Tier 3,Regular,0.183142346,Dairy,110.357,OUT013,Supermarket Type1,2087.283
Small,Tier 2,Regular,0.08062523,Frozen Foods,259.6936,OUT035,Supermarket Type1,2087.9488
High,Tier 3,Low Fat,0.0,Soft Drinks,73.4696,OUT013,Supermarket Type1,2087.9488
Medium,Tier 3,Low Fat,0.032761024,Frozen Foods,148.8392,OUT018,Supermarket Type2,2087.9488
High,Tier 3,Low Fat,0.071369947,Snack Foods,209.1612,OUT013,Supermarket Type1,2090.612
Small,Tier 1,Regular,0.087260103,Frozen Foods,105.0306,OUT046,Supermarket Type1,2090.612
Small,Tier 2,Regular,0.024536636,Meat,106.1306,OUT035,Supermarket Type1,2090.612
Small,Tier 2,Low Fat,0.056785183,Dairy,231.9642,OUT035,Supermarket Type1,2091.2778
High,Tier 3,Low Fat,0.089394766,Dairy,260.1594,OUT013,Supermarket Type1,2093.2752
Small,Tier 2,Low Fat,0.024144862,Fruits and Vegetables,123.373,OUT035,Supermarket Type1,2093.941
High,Tier 3,Low Fat,0.134960397,Household,101.37,OUT013,Supermarket Type1,2097.27
Medium,Tier 1,Low Fat,0.016760075,Meat,141.618,OUT049,Supermarket Type1,2097.27
Small,Tier 2,Low Fat,0.06316338,Breakfast,132.2626,OUT035,Supermarket Type1,2098.6016
High,Tier 3,Low Fat,0.017024598,Health and Hygiene,109.8228,OUT013,Supermarket Type1,2099.9332
Medium,Tier 3,Low Fat,0.04500603,Snack Foods,174.0054,OUT018,Supermarket Type2,2101.2648
Small,Tier 2,Regular,0.081652352,Breads,177.0054,OUT035,Supermarket Type1,2101.2648
Small,Tier 1,Low Fat,0.052054819,Health and Hygiene,189.1846,OUT046,Supermarket Type1,2101.9306
Medium,Tier 3,Low Fat,0.119157788,Household,263.791,OUT018,Supermarket Type2,2103.928
High,Tier 3,Regular,0.100091576,Fruits and Vegetables,125.5388,OUT013,Supermarket Type1,2105.2596
High,Tier 3,Low Fat,0.027756137,Baking Goods,150.4708,OUT013,Supermarket Type1,2106.5912
Small,Tier 2,Regular,0.036020711,Frozen Foods,177.2712,OUT035,Supermarket Type1,2109.2544
Small,Tier 2,Low Fat,0.167351411,Household,176.0712,OUT035,Supermarket Type1,2109.2544
Small,Tier 1,Low Fat,0.028679894,Household,115.1808,OUT046,Supermarket Type1,2109.2544
Small,Tier 2,Regular,0.074135053,Snack Foods,264.0568,OUT035,Supermarket Type1,2109.2544
Small,Tier 1,Low Fat,0.111923422,Frozen Foods,106.5622,OUT046,Supermarket Type1,2117.244
High,Tier 3,Low Fat,0.065194971,Snack Foods,177.737,OUT013,Supermarket Type1,2117.244
Medium,Tier 1,Regular,0.096249842,Meat,134.4942,OUT049,Supermarket Type1,2119.9072
Small,Tier 2,Low Fat,0.019471688,Others,164.821,OUT035,Supermarket Type1,2120.573
Medium,Tier 1,Regular,0.042542484,Frozen Foods,161.921,OUT049,Supermarket Type1,2120.573
Small,Tier 2,Low Fat,0.034868095,Household,163.821,OUT035,Supermarket Type1,2120.573
Small,Tier 2,Low Fat,0.041283361,Household,87.0514,OUT035,Supermarket Type1,2125.2336
Small,Tier 2,Regular,0.0,Snack Foods,103.0016,OUT035,Supermarket Type1,2125.2336
High,Tier 3,Low Fat,0.041256807,Household,88.8514,OUT013,Supermarket Type1,2125.2336
Small,Tier 1,Low Fat,0.032621545,Health and Hygiene,143.2154,OUT046,Supermarket Type1,2127.231
High,Tier 3,Regular,0.077949334,Meat,238.7248,OUT013,Supermarket Type1,2133.2232
Medium,Tier 1,Low Fat,0.124645538,Frozen Foods,117.2124,OUT049,Supermarket Type1,2133.2232
Medium,Tier 1,Low Fat,0.059417055,Household,237.9248,OUT049,Supermarket Type1,2133.2232
Medium,Tier 1,Low Fat,0.164196823,Household,120.5124,OUT049,Supermarket Type1,2133.2232
Small,Tier 2,Low Fat,0.056819936,Snack Foods,212.6218,OUT035,Supermarket Type1,2137.218
High,Tier 3,Low Fat,0.00597362,Household,164.5526,OUT013,Supermarket Type1,2137.8838
Small,Tier 2,Regular,0.014730322,Canned,90.9172,OUT035,Supermarket Type1,2141.2128
Small,Tier 2,Regular,0.0,Frozen Foods,179.2344,OUT035,Supermarket Type1,2141.2128
Small,Tier 2,Low Fat,0.028411899,Dairy,152.334,OUT035,Supermarket Type1,2143.876
Small,Tier 1,Regular,0.047257328,Snack Foods,119.6782,OUT046,Supermarket Type1,2145.2076
High,Tier 3,Regular,0.026546765,Canned,142.147,OUT013,Supermarket Type1,2147.205
High,Tier 3,Low Fat,0.02681843,Meat,126.002,OUT013,Supermarket Type1,2150.534
Small,Tier 2,Regular,0.14460413,Snack Foods,102.6332,OUT035,Supermarket Type1,2153.1972
High,Tier 3,Low Fat,0.034445116,Health and Hygiene,95.8726,OUT013,Supermarket Type1,2153.1972
Small,Tier 1,Low Fat,0.081787519,Soft Drinks,120.844,OUT046,Supermarket Type1,2157.192
High,Tier 3,Regular,0.104421237,Canned,80.196,OUT013,Supermarket Type1,2157.192
Medium,Tier 1,Low Fat,0.0,Fruits and Vegetables,111.9518,OUT049,Supermarket Type1,2163.1842
Small,Tier 2,Regular,0.030688557,Canned,85.754,OUT035,Supermarket Type1,2163.85
Medium,Tier 1,Low Fat,0.022639195,Fruits and Vegetables,179.7318,OUT049,Supermarket Type1,2165.1816
Medium,Tier 1,Regular,0.030198228,Baking Goods,98.2384,OUT049,Supermarket Type1,2167.8448
Small,Tier 2,Regular,0.098765906,Frozen Foods,196.3768,OUT035,Supermarket Type1,2167.8448
Medium,Tier 1,Low Fat,0.049016517,Household,128.7336,OUT049,Supermarket Type1,2173.1712
Small,Tier 2,Regular,0.024201084,Frozen Foods,112.6176,OUT035,Supermarket Type1,2175.8344
Medium,Tier 3,Regular,0.105736638,Baking Goods,104.4648,OUT018,Supermarket Type2,2181.1608
Small,Tier 1,Regular,0.075849167,Snack Foods,85.1908,OUT046,Supermarket Type1,2181.1608
Medium,Tier 3,Low Fat,0.036287517,Fruits and Vegetables,121.2756,OUT018,Supermarket Type2,2181.1608
Small,Tier 1,Low Fat,0.041291169,Starchy Foods,180.7634,OUT046,Supermarket Type1,2181.1608
Medium,Tier 3,Low Fat,0.08630486,Snack Foods,168.0816,OUT018,Supermarket Type2,2181.1608
Small,Tier 1,Low Fat,0.0,Baking Goods,76.8354,OUT046,Supermarket Type1,2181.8266
Small,Tier 1,Low Fat,0.045955031,Baking Goods,199.1084,OUT046,Supermarket Type1,2182.4924
Medium,Tier 3,Regular,0.014076503,Snack Foods,200.0084,OUT018,Supermarket Type2,2182.4924
Small,Tier 1,Regular,0.020718655,Breakfast,130.4994,OUT046,Supermarket Type1,2184.4898
Small,Tier 1,Regular,0.045463773,Dairy,144.1102,OUT046,Supermarket Type1,2187.153
Medium,Tier 3,Regular,0.007570599,Dairy,144.6102,OUT018,Supermarket Type2,2187.153
Small,Tier 2,Low Fat,0.077178965,Soft Drinks,93.1146,OUT035,Supermarket Type1,2189.1504
Medium,Tier 3,Regular,0.043333912,Fruits and Vegetables,201.0742,OUT018,Supermarket Type2,2189.8162
High,Tier 3,Regular,0.039215075,Breakfast,157.663,OUT013,Supermarket Type1,2190.482
Small,Tier 2,Regular,0.170795745,Dairy,154.463,OUT035,Supermarket Type1,2190.482
Small,Tier 2,Regular,0.066164431,Frozen Foods,147.376,OUT035,Supermarket Type1,2197.14
Small,Tier 1,Regular,0.133145617,Canned,218.4798,OUT046,Supermarket Type1,2203.798
Medium,Tier 3,Low Fat,0.188322664,Canned,148.5418,OUT018,Supermarket Type2,2207.127
Small,Tier 2,Low Fat,0.033935576,Frozen Foods,221.9456,OUT035,Supermarket Type1,2210.456
High,Tier 3,Regular,0.161301097,Canned,185.1266,OUT013,Supermarket Type1,2213.1192
Small,Tier 2,Low Fat,0.030121709,Canned,78.067,OUT035,Supermarket Type1,2220.443
Medium,Tier 3,Low Fat,0.011660463,Frozen Foods,96.541,OUT018,Supermarket Type2,2220.443
High,Tier 3,Low Fat,0.030102335,Canned,74.767,OUT013,Supermarket Type1,2220.443
Small,Tier 2,Low Fat,0.087158654,Dairy,95.141,OUT035,Supermarket Type1,2220.443
Small,Tier 2,Regular,0.024944396,Fruits and Vegetables,95.441,OUT035,Supermarket Type1,2220.443
Small,Tier 1,Low Fat,0.013929059,Baking Goods,94.1462,OUT046,Supermarket Type1,2221.1088
Medium,Tier 1,Regular,0.135306012,Starchy Foods,183.7924,OUT049,Supermarket Type1,2221.1088
Small,Tier 2,Low Fat,0.056424146,Baking Goods,247.8118,OUT035,Supermarket Type1,2223.1062
Small,Tier 1,Low Fat,0.048059871,Household,105.8622,OUT046,Supermarket Type1,2223.1062
Medium,Tier 3,Low Fat,0.020652362,Snack Foods,149.5734,OUT018,Supermarket Type2,2227.101
Medium,Tier 3,Regular,0.166032929,Fruits and Vegetables,170.8764,OUT018,Supermarket Type2,2233.0932
Medium,Tier 1,Low Fat,0.090436094,Household,85.0882,OUT049,Supermarket Type1,2233.0932
Medium,Tier 1,Low Fat,0.103146658,Fruits and Vegetables,117.2466,OUT049,Supermarket Type1,2239.0854
Medium,Tier 1,Low Fat,0.041429246,Fruits and Vegetables,117.2466,OUT049,Supermarket Type1,2239.0854
High,Tier 3,Regular,0.185704641,Baking Goods,77.1328,OUT013,Supermarket Type1,2239.7512
Small,Tier 1,Low Fat,0.020391845,Snack Foods,248.9092,OUT046,Supermarket Type1,2241.0828
