Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,CatAge,CatFare
1.0,3,male,1.0,1,2,20.575,S,Unique,Child,High
0.0,1,male,46.0,0,0,79.2,C,Mr,Senior,VeryHigh
0.0,3,male,28.0,0,0,7.75,Q,Mr,YoungAdult,Low
0.0,2,male,16.0,0,0,26.0,S,Mr,Child,High
0.0,3,female,28.0,8,2,69.55,S,Miss,YoungAdult,VeryHigh
0.0,1,male,28.0,0,0,30.6958,C,Mr,YoungAdult,High
0.0,3,male,25.0,0,0,7.8958,S,Mr,YoungAdult,Low
0.0,2,male,39.0,0,0,13.0,S,Mr,Senior,Medium
1.0,1,female,49.0,0,0,25.9292,S,Unique,Senior,High
1.0,3,female,31.0,0,0,8.6833,S,Mrs,Adult,Medium
0.0,3,male,30.0,0,0,7.2292,C,Mr,Adult,Low
0.0,3,female,30.0,1,1,24.15,S,Mrs,Adult,High
0.0,2,male,34.0,0,0,13.0,S,Mr,Adult,Medium
1.0,2,female,31.0,1,1,26.25,S,Mrs,Adult,High
1.0,1,male,11.0,1,2,120.0,S,Unique,Child,VeryHigh
1.0,3,male,0.42,0,1,8.5167,C,Unique,Child,Medium
1.0,3,male,27.0,0,0,6.975,S,Mr,YoungAdult,Low
0.0,3,male,31.0,0,0,7.775,S,Mr,Adult,Low
0.0,1,male,39.0,0,0,0.0,S,Mr,Senior,Low
0.0,3,female,18.0,0,0,7.775,S,Miss,Child,Low
0.0,2,male,39.0,0,0,13.0,S,Mr,Senior,Medium
1.0,1,female,33.0,1,0,53.1,S,Mrs,Adult,VeryHigh
0.0,3,male,26.0,0,0,7.8875,S,Mr,YoungAdult,Low
0.0,3,male,39.0,0,0,24.15,S,Mr,Senior,High
0.0,2,male,35.0,0,0,10.5,S,Mr,Adult,Medium
0.0,3,female,6.0,4,2,31.275,S,Miss,Child,High
0.0,3,male,30.5,0,0,8.05,S,Mr,Adult,Medium
0.0,1,male,28.0,0,0,0.0,S,Mr,YoungAdult,Low
0.0,3,female,23.0,0,0,7.925,S,Miss,YoungAdult,Medium
0.0,2,male,31.0,1,1,37.0042,C,Mr,Adult,VeryHigh
0.0,3,male,43.0,0,0,6.45,S,Mr,Senior,Low
0.0,3,male,10.0,3,2,27.9,S,Unique,Child,High
1.0,1,female,52.0,1,1,93.5,S,Mrs,Senior,VeryHigh
1.0,3,male,27.0,0,0,8.6625,S,Mr,YoungAdult,Medium
0.0,1,male,38.0,0,0,0.0,S,Unique,Senior,Low
1.0,3,female,27.0,0,1,12.475,S,Mrs,YoungAdult,Medium
0.0,3,male,2.0,4,1,39.6875,S,Unique,Child,VeryHigh
0.0,3,male,28.0,0,0,6.95,Q,Mr,YoungAdult,Low
0.0,3,male,28.0,0,0,56.4958,S,Mr,YoungAdult,VeryHigh
1.0,2,male,1.0,0,2,37.0042,C,Unique,Child,VeryHigh
1.0,3,male,28.0,0,0,7.75,Q,Mr,YoungAdult,Low
1.0,1,female,62.0,0,0,80.0,,Mrs,Senior,VeryHigh
1.0,3,female,15.0,1,0,14.4542,C,Mrs,Child,Medium
1.0,2,male,0.83,1,1,18.75,S,Unique,Child,High
0.0,3,male,28.0,0,0,7.2292,C,Mr,YoungAdult,Low
0.0,3,male,23.0,0,0,7.8542,S,Mr,YoungAdult,Low
0.0,3,male,18.0,0,0,8.3,S,Mr,Child,Medium
1.0,1,female,39.0,1,1,83.1583,C,Miss,Senior,VeryHigh
0.0,3,male,21.0,0,0,8.6625,S,Mr,Child,Medium
0.0,3,male,28.0,0,0,8.05,S,Mr,YoungAdult,Medium
1.0,3,male,32.0,0,0,56.4958,S,Mr,Adult,VeryHigh
1.0,1,male,28.0,0,0,29.7,C,Mr,YoungAdult,High
0.0,3,male,20.0,0,0,7.925,S,Mr,Child,Medium
0.0,2,male,16.0,0,0,10.5,S,Mr,Child,Medium
1.0,1,female,30.0,0,0,31.0,C,Miss,Adult,High
0.0,3,male,34.5,0,0,6.4375,C,Mr,Adult,Low
0.0,3,male,17.0,0,0,8.6625,S,Mr,Child,Medium
0.0,3,male,42.0,0,0,7.55,S,Mr,Senior,Low
0.0,3,male,28.0,8,2,69.55,S,Mr,YoungAdult,VeryHigh
0.0,3,male,35.0,0,0,7.8958,C,Mr,Adult,Low
0.0,2,male,28.0,0,1,33.0,S,Unique,YoungAdult,VeryHigh
1.0,1,female,28.0,1,0,89.1042,C,Mrs,YoungAdult,VeryHigh
0.0,3,male,4.0,4,2,31.275,S,Unique,Child,High
0.0,3,male,74.0,0,0,7.775,S,Mr,Senior,Low
0.0,3,female,9.0,1,1,15.2458,C,Miss,Child,High
1.0,1,female,16.0,0,1,39.4,S,Miss,Child,VeryHigh
0.0,2,female,44.0,1,0,26.0,S,Mrs,Senior,High
1.0,3,female,18.0,0,1,9.35,S,Mrs,Child,Medium
1.0,1,female,45.0,1,1,164.8667,S,Mrs,Senior,VeryHigh
1.0,1,male,51.0,0,0,26.55,S,Mr,Senior,High
1.0,3,female,24.0,0,3,19.2583,C,Mrs,YoungAdult,High
0.0,3,male,28.0,0,0,7.2292,C,Mr,YoungAdult,Low
0.0,3,male,41.0,2,0,14.1083,S,Mr,Senior,Medium
0.0,2,male,21.0,1,0,11.5,S,Mr,Child,Medium
1.0,1,female,48.0,0,0,25.9292,S,Mrs,Senior,High
0.0,3,female,28.0,8,2,69.55,S,Miss,YoungAdult,VeryHigh
0.0,2,male,24.0,0,0,13.0,S,Mr,YoungAdult,Medium
1.0,2,female,42.0,0,0,13.0,S,Mrs,Senior,Medium
1.0,2,female,27.0,1,0,13.8583,C,Miss,YoungAdult,Medium
0.0,1,male,31.0,0,0,50.4958,S,Mr,Adult,VeryHigh
0.0,3,male,28.0,0,0,9.5,S,Mr,YoungAdult,Medium
1.0,3,male,4.0,1,1,11.1333,S,Unique,Child,Medium
0.0,3,male,26.0,0,0,7.8958,S,Mr,YoungAdult,Low
1.0,1,female,47.0,1,1,52.5542,S,Mrs,Senior,VeryHigh
0.0,1,male,33.0,0,0,5.0,S,Mr,Adult,Low
0.0,3,male,47.0,0,0,9.0,S,Mr,Senior,Medium
1.0,2,female,28.0,1,0,24.0,C,Mrs,YoungAdult,High
1.0,3,female,15.0,0,0,7.225,C,Miss,Child,Low
0.0,3,male,20.0,0,0,9.8458,S,Mr,Child,Medium
0.0,3,male,19.0,0,0,7.8958,S,Mr,Child,Low
0.0,3,male,28.0,0,0,7.8958,S,Mr,YoungAdult,Low
1.0,1,female,56.0,0,1,83.1583,C,Mrs,Senior,VeryHigh
1.0,2,female,25.0,0,1,26.0,S,Mrs,YoungAdult,High
0.0,3,male,33.0,0,0,7.8958,S,Mr,Adult,Low
0.0,3,female,22.0,0,0,10.5167,S,Miss,Child,Medium
0.0,2,male,28.0,0,0,10.5,S,Mr,YoungAdult,Medium
0.0,3,male,25.0,0,0,7.05,S,Mr,YoungAdult,Low
0.0,3,female,39.0,0,5,29.125,Q,Mrs,Senior,High
0.0,2,male,27.0,0,0,13.0,S,Unique,YoungAdult,Medium
1.0,1,female,19.0,0,0,30.0,S,Miss,Child,High
0.0,3,female,28.0,1,2,23.45,S,Miss,YoungAdult,High
1.0,1,male,26.0,0,0,30.0,C,Mr,YoungAdult,High
0.0,3,male,32.0,0,0,7.75,Q,Mr,Adult,Low
,3,male,34.5,0,0,7.8292,Q,Mr,Adult,Low
,3,female,47.0,1,0,7.0,S,Mrs,Senior,Low
,2,male,62.0,0,0,9.6875,Q,Mr,Senior,Medium
,3,male,27.0,0,0,8.6625,S,Mr,YoungAdult,Medium
,3,female,22.0,1,1,12.2875,S,Mrs,Child,Medium
,3,male,14.0,0,0,9.225,S,Mr,Child,Medium
,3,female,30.0,0,0,7.6292,Q,Miss,Adult,Low
,2,male,26.0,1,1,29.0,S,Mr,YoungAdult,High
,3,female,18.0,0,0,7.2292,C,Mrs,Child,Low
,3,male,21.0,2,0,24.15,S,Mr,Child,High
,3,male,28.0,0,0,7.8958,S,Mr,YoungAdult,Low
,1,male,46.0,0,0,26.0,S,Mr,Senior,High
,1,female,23.0,1,0,82.2667,S,Mrs,YoungAdult,VeryHigh
,2,male,63.0,1,0,26.0,S,Mr,Senior,High
,1,female,47.0,1,0,61.175,S,Mrs,Senior,VeryHigh
,2,female,24.0,1,0,27.7208,C,Mrs,YoungAdult,High
,2,male,35.0,0,0,12.35,Q,Mr,Adult,Medium
,3,male,21.0,0,0,7.225,C,Mr,Child,Low
,3,female,27.0,1,0,7.925,S,Miss,YoungAdult,Medium
,3,female,45.0,0,0,7.225,C,Mrs,Senior,Low
,1,male,55.0,1,0,59.4,C,Mr,Senior,VeryHigh
,3,male,9.0,0,1,3.1708,S,Unique,Child,Low
,1,female,28.0,0,0,31.6833,S,Mrs,YoungAdult,VeryHigh
,1,male,21.0,0,1,61.3792,C,Mr,Child,VeryHigh
,1,female,48.0,1,3,262.375,C,Mrs,Senior,VeryHigh
,3,male,50.0,1,0,14.5,S,Mr,Senior,High
,1,female,22.0,0,1,61.9792,C,Miss,Child,VeryHigh
,3,male,22.5,0,0,7.225,C,Mr,YoungAdult,Low
,1,male,41.0,0,0,30.5,S,Mr,Senior,High
,3,male,28.0,2,0,21.6792,C,Mr,YoungAdult,High
,2,male,50.0,1,0,26.0,S,Mr,Senior,High
,2,male,24.0,2,0,31.5,S,Mr,YoungAdult,VeryHigh
,3,female,33.0,1,2,20.575,S,Mrs,Adult,High
,3,female,28.0,1,2,23.45,S,Mrs,YoungAdult,High
,1,male,30.0,1,0,57.75,C,Mr,Adult,VeryHigh
,3,male,18.5,0,0,7.2292,C,Mr,Child,Low
,3,female,28.0,0,0,8.05,S,Miss,YoungAdult,Medium
,3,female,21.0,0,0,8.6625,S,Miss,Child,Medium
,3,male,25.0,0,0,9.5,S,Mr,YoungAdult,Medium
,3,male,28.0,0,0,56.4958,S,Mr,YoungAdult,VeryHigh
,3,male,39.0,0,1,13.4167,C,Mr,Senior,Medium
,1,male,28.0,0,0,26.55,S,Mr,YoungAdult,High
,3,male,41.0,0,0,7.85,S,Mr,Senior,Low
,2,female,30.0,0,0,13.0,S,Mrs,Adult,Medium
,1,female,45.0,1,0,52.5542,S,Mrs,Senior,VeryHigh
,3,male,25.0,0,0,7.925,S,Mr,YoungAdult,Medium
,1,male,45.0,0,0,29.7,C,Mr,Senior,High
,3,male,28.0,0,0,7.75,Q,Mr,YoungAdult,Low
,1,female,60.0,0,0,76.2917,C,Mrs,Senior,VeryHigh
,3,female,36.0,0,2,15.9,S,Mrs,Senior,High
,1,male,24.0,1,0,60.0,S,Mr,YoungAdult,VeryHigh
,2,male,27.0,0,0,15.0333,C,Mr,YoungAdult,High
,2,female,20.0,2,1,23.0,S,Miss,Child,High
,1,female,28.0,3,2,263.0,S,Miss,YoungAdult,VeryHigh
,2,male,28.0,0,0,15.5792,C,Mr,YoungAdult,High
,3,male,10.0,4,1,29.125,Q,Unique,Child,High
,3,male,35.0,0,0,7.8958,S,Mr,Adult,Low
,3,male,25.0,0,0,7.65,S,Mr,YoungAdult,Low
,3,male,28.0,1,0,16.1,S,Mr,YoungAdult,High
,1,female,36.0,0,0,262.375,C,Miss,Senior,VeryHigh
,3,male,17.0,0,0,7.8958,S,Mr,Child,Low
,2,male,32.0,0,0,13.5,S,Mr,Adult,Medium
,3,male,18.0,0,0,7.75,S,Mr,Child,Low
,3,female,22.0,0,0,7.725,Q,Miss,Child,Low
,1,male,13.0,2,2,262.375,C,Unique,Child,VeryHigh
,2,female,28.0,0,0,21.0,S,Mrs,YoungAdult,High
,3,female,18.0,0,0,7.8792,Q,Miss,Child,Low
,1,male,47.0,0,0,42.4,S,Mr,Senior,VeryHigh
,1,male,31.0,0,0,28.5375,C,Mr,Adult,High
,1,female,60.0,1,4,263.0,S,Mrs,Senior,VeryHigh
,3,female,24.0,0,0,7.75,Q,Miss,YoungAdult,Low
,3,male,21.0,0,0,7.8958,S,Mr,Child,Low
,3,female,29.0,0,0,7.925,S,Miss,Adult,Medium
,1,male,28.5,0,0,27.7208,C,Mr,Adult,High
,1,female,35.0,0,0,211.5,C,Miss,Adult,VeryHigh
,1,male,32.5,0,0,211.5,C,Mr,Adult,VeryHigh
,3,male,28.0,0,0,8.05,S,Mr,YoungAdult,Medium
,1,female,55.0,2,0,25.7,S,Mrs,Senior,High
,2,male,30.0,0,0,13.0,S,Mr,Adult,Medium
,3,female,24.0,0,0,7.75,Q,Miss,YoungAdult,Low
,3,male,6.0,1,1,15.2458,C,Unique,Child,High
,1,male,67.0,1,0,221.7792,S,Mr,Senior,VeryHigh
,1,male,49.0,0,0,26.0,S,Mr,Senior,High
,3,male,28.0,0,0,7.8958,S,Mr,YoungAdult,Low
,2,male,28.0,0,0,10.7083,Q,Mr,YoungAdult,Medium
,3,male,28.0,1,0,14.4542,C,Mr,YoungAdult,Medium
,3,female,27.0,0,0,7.8792,Q,Miss,YoungAdult,Low
,3,female,18.0,0,0,8.05,S,Miss,Child,Medium
,3,female,28.0,0,0,7.75,Q,Miss,YoungAdult,Low
,2,male,2.0,1,1,23.0,S,Unique,Child,High
,3,female,22.0,1,0,13.9,S,Mrs,Child,Medium
,3,male,28.0,0,0,7.775,S,Mr,YoungAdult,Low
,1,female,27.0,1,2,52.0,S,Mrs,YoungAdult,VeryHigh
,3,male,28.0,0,0,8.05,S,Mr,YoungAdult,Medium
,1,male,25.0,0,0,26.0,C,Mr,YoungAdult,High
,3,male,25.0,0,0,7.7958,S,Mr,YoungAdult,Low
,1,female,76.0,1,0,78.85,S,Mrs,Senior,VeryHigh
,3,male,29.0,0,0,7.925,S,Mr,Adult,Medium
,3,female,20.0,0,0,7.8542,S,Miss,Child,Low
,3,male,33.0,0,0,8.05,S,Mr,Adult,Medium
,1,female,43.0,1,0,55.4417,C,Mrs,Senior,VeryHigh
,2,male,27.0,1,0,26.0,S,Mr,YoungAdult,High
,3,male,28.0,0,0,7.75,Q,Mr,YoungAdult,Low
,3,male,26.0,0,0,7.775,S,Mr,YoungAdult,Low
,3,female,16.0,1,1,8.5167,C,Mrs,Child,Medium
,3,male,28.0,0,0,22.525,S,Mr,YoungAdult,High
,3,male,21.0,0,0,7.8208,Q,Mr,Child,Low
,3,male,28.0,0,0,7.75,Q,Mr,YoungAdult,Low
,3,male,28.0,0,0,8.7125,S,Mr,YoungAdult,Medium
,2,male,18.5,0,0,13.0,S,Mr,Child,Medium
,2,male,41.0,0,0,15.0458,C,Mr,Senior,High
,3,female,28.0,0,0,7.7792,Q,Miss,YoungAdult,Low
,1,female,36.0,0,0,31.6792,C,Miss,Senior,VeryHigh
,3,female,18.5,0,0,7.2833,Q,Miss,Child,Low
,1,female,63.0,1,0,221.7792,S,Mrs,Senior,VeryHigh
,3,male,18.0,1,0,14.4542,C,Mr,Child,Medium
,3,male,28.0,0,0,6.4375,C,Mr,YoungAdult,Low
,3,female,1.0,1,1,16.7,S,Miss,Child,High
,1,male,36.0,0,0,75.2417,C,Mr,Senior,VeryHigh
,2,female,29.0,1,0,26.0,S,Mrs,Adult,High
,2,female,12.0,0,0,15.75,S,Miss,Child,High
,3,male,28.0,1,0,7.75,Q,Mr,YoungAdult,Low
,1,female,35.0,1,0,57.75,C,Mrs,Adult,VeryHigh
,3,male,28.0,0,0,7.25,S,Mr,YoungAdult,Low
,3,male,28.0,0,0,7.75,Q,Mr,YoungAdult,Low
,3,female,17.0,0,1,16.1,S,Miss,Child,High
,3,male,22.0,0,0,7.7958,S,Mr,Child,Low
,3,female,28.0,2,0,23.25,Q,Miss,YoungAdult,High
,2,male,42.0,0,0,13.0,S,Mr,Senior,Medium
,3,male,24.0,0,0,8.05,S,Mr,YoungAdult,Medium
,3,male,32.0,0,0,8.05,S,Mr,Adult,Medium
,1,male,53.0,0,0,28.5,C,Unique,Senior,High
,3,female,28.0,0,4,25.4667,S,Mrs,YoungAdult,High
,3,male,28.0,1,0,6.4375,C,Mr,YoungAdult,Low
,3,male,43.0,0,0,7.8958,S,Mr,Senior,Low
,3,male,24.0,0,0,7.8542,S,Mr,YoungAdult,Low
,3,male,26.5,0,0,7.225,C,Mr,YoungAdult,Low
,2,male,26.0,0,0,13.0,S,Mr,YoungAdult,Medium
,3,female,23.0,0,0,8.05,S,Miss,YoungAdult,Medium
,3,male,40.0,1,6,46.9,S,Mr,Senior,VeryHigh
,3,female,10.0,5,2,46.9,S,Miss,Child,VeryHigh
,1,female,33.0,0,0,151.55,S,Miss,Adult,VeryHigh
,1,male,61.0,1,3,262.375,C,Mr,Senior,VeryHigh
,2,male,28.0,0,0,26.0,S,Mr,YoungAdult,High
,1,male,42.0,0,0,26.55,S,Mr,Senior,High
,3,male,31.0,3,0,18.0,S,Mr,Adult,High
,1,male,28.0,0,0,51.8625,S,Mr,YoungAdult,VeryHigh
,3,male,22.0,0,0,8.05,S,Mr,Child,Medium
,1,male,28.0,0,0,26.55,S,Mr,YoungAdult,High
,2,male,30.0,1,1,26.0,S,Unique,Adult,High
,1,female,23.0,0,1,83.1583,C,Mrs,YoungAdult,VeryHigh
,3,male,28.0,0,0,7.8958,C,Mr,YoungAdult,Low
,3,male,60.5,0,0,,S,Mr,Senior,
,3,female,36.0,0,2,12.1833,S,Mrs,Senior,Medium
,3,male,13.0,4,2,31.3875,S,Unique,Child,VeryHigh
,3,male,24.0,0,0,7.55,S,Mr,YoungAdult,Low
,1,female,29.0,0,0,221.7792,S,Miss,Adult,VeryHigh
,3,female,23.0,0,0,7.8542,S,Miss,YoungAdult,Low
,1,male,42.0,0,0,26.55,S,Mr,Senior,High
,3,female,26.0,0,2,13.775,S,Mrs,YoungAdult,Medium
,3,female,28.0,0,0,7.7333,Q,Miss,YoungAdult,Low
,3,male,7.0,1,1,15.2458,C,Unique,Child,High
,2,female,26.0,0,0,13.5,S,Miss,YoungAdult,Medium
,3,male,28.0,0,0,7.0,S,Mr,YoungAdult,Low
,2,male,41.0,0,0,13.0,S,Unique,Senior,Medium
,3,female,26.0,1,1,22.025,S,Mrs,YoungAdult,High
,1,male,48.0,0,0,50.4958,C,Mr,Senior,VeryHigh
,3,male,18.0,2,2,34.375,S,Mr,Child,VeryHigh
,1,female,28.0,0,0,27.7208,C,Mrs,YoungAdult,High
,3,female,22.0,0,0,8.9625,S,Miss,Child,Medium
,3,male,28.0,0,0,7.55,S,Mr,YoungAdult,Low
,3,male,27.0,0,0,7.225,C,Mr,YoungAdult,Low
,3,male,23.0,1,0,13.9,S,Mr,YoungAdult,Medium
,3,male,28.0,0,0,7.2292,C,Mr,YoungAdult,Low
,3,male,40.0,1,5,31.3875,S,Mr,Senior,VeryHigh
,2,female,15.0,0,2,39.0,S,Miss,Child,VeryHigh
,2,female,20.0,0,0,36.75,S,Miss,Child,VeryHigh
,1,male,54.0,1,0,55.4417,C,Mr,Senior,VeryHigh
,2,female,36.0,0,3,39.0,S,Mrs,Senior,VeryHigh
,1,female,64.0,0,2,83.1583,C,Mrs,Senior,VeryHigh
,2,male,30.0,0,0,13.0,S,Mr,Adult,Medium
,1,male,37.0,1,1,83.1583,C,Mr,Senior,VeryHigh
,1,female,18.0,1,0,53.1,S,Mrs,Child,VeryHigh
,3,male,28.0,0,0,7.75,Q,Mr,YoungAdult,Low
,1,female,27.0,1,1,247.5208,C,Mrs,YoungAdult,VeryHigh
,2,male,40.0,0,0,16.0,S,Mr,Senior,High
,2,female,21.0,0,1,21.0,S,Miss,Child,High
,3,male,17.0,2,0,8.05,S,Mr,Child,Medium
,3,female,28.0,8,2,69.55,S,Miss,YoungAdult,VeryHigh
,2,male,40.0,0,0,13.0,S,Mr,Senior,Medium
,2,male,34.0,1,0,26.0,S,Mr,Adult,High
,1,male,28.0,0,0,26.0,S,Mr,YoungAdult,High
,3,male,11.5,1,1,14.5,S,Unique,Child,High
,2,male,61.0,0,0,12.35,Q,Mr,Senior,Medium
,2,male,8.0,0,2,32.5,S,Unique,Child,VeryHigh
,3,male,33.0,0,0,7.8542,S,Mr,Adult,Low
,1,male,6.0,0,2,134.5,C,Unique,Child,VeryHigh
,3,female,18.0,0,0,7.775,S,Miss,Child,Low
,2,male,23.0,0,0,10.5,S,Mr,YoungAdult,Medium
,3,female,28.0,0,0,8.1125,S,Mrs,YoungAdult,Medium
,3,female,28.0,0,0,15.5,Q,Miss,YoungAdult,High
,3,male,0.33,0,2,14.4,S,Unique,Child,Medium
,1,male,47.0,1,0,227.525,C,Unique,Senior,VeryHigh
,2,female,8.0,1,1,26.0,S,Miss,Child,High
,2,male,25.0,0,0,10.5,S,Mr,YoungAdult,Medium
,1,male,28.0,0,0,25.7417,C,Mr,YoungAdult,High
,3,female,35.0,0,0,7.75,Q,Miss,Adult,Low
,2,male,24.0,0,0,10.5,S,Mr,YoungAdult,Medium
,1,female,33.0,0,0,27.7208,C,Miss,Adult,High
,3,male,25.0,0,0,7.8958,S,Mr,YoungAdult,Low
,3,male,32.0,0,0,22.525,S,Mr,Adult,High
,3,male,28.0,0,0,7.05,S,Mr,YoungAdult,Low
,2,male,17.0,0,0,73.5,S,Mr,Child,VeryHigh
,2,female,60.0,1,0,26.0,S,Mrs,Senior,High
,3,female,38.0,4,2,7.775,S,Miss,Senior,Low
,1,male,42.0,0,0,42.5,S,Mr,Senior,VeryHigh
,3,female,28.0,0,0,7.8792,Q,Miss,YoungAdult,Low
,1,male,57.0,1,1,164.8667,S,Mr,Senior,VeryHigh
,1,female,50.0,1,1,211.5,C,Mrs,Senior,VeryHigh
,3,male,28.0,0,0,8.05,S,Mr,YoungAdult,Medium
,2,female,30.0,1,0,13.8583,C,Miss,Adult,Medium
,3,male,21.0,0,0,8.05,S,Mr,Child,Medium
,2,female,22.0,0,0,10.5,S,Mrs,Child,Medium
,3,male,21.0,0,0,7.7958,S,Mr,Child,Low
,1,female,53.0,0,0,27.4458,C,Mrs,Senior,High
,3,female,28.0,0,2,15.2458,C,Mrs,YoungAdult,High
,3,male,23.0,0,0,7.7958,S,Mr,YoungAdult,Low
,3,female,28.0,0,0,7.75,Q,Miss,YoungAdult,Low
,3,male,40.5,0,0,15.1,S,Mr,Senior,High
,2,male,36.0,0,0,13.0,S,Mr,Senior,Medium
,2,male,14.0,0,0,65.0,S,Mr,Child,VeryHigh
,1,female,21.0,0,0,26.55,S,Miss,Child,High
,3,male,21.0,1,0,6.4958,S,Mr,Child,Low
,3,male,28.0,0,0,7.8792,Q,Mr,YoungAdult,Low
,1,male,39.0,1,0,71.2833,C,Mr,Senior,VeryHigh
,3,male,20.0,0,0,7.8542,S,Mr,Child,Low
,1,male,64.0,1,0,75.25,C,Mr,Senior,VeryHigh
,3,male,20.0,0,0,7.225,C,Mr,Child,Low
,2,female,18.0,1,1,13.0,S,Miss,Child,Medium
,1,female,48.0,1,0,106.425,C,Mrs,Senior,VeryHigh
,1,female,55.0,0,0,27.7208,C,Mrs,Senior,High
,2,female,45.0,0,2,30.0,S,Mrs,Senior,High
,1,male,45.0,1,1,134.5,C,Mr,Senior,VeryHigh
,3,male,28.0,0,0,7.8875,S,Mr,YoungAdult,Low
,3,male,28.0,1,2,23.45,S,Unique,YoungAdult,High
,1,male,41.0,1,0,51.8625,S,Mr,Senior,VeryHigh
,2,female,22.0,0,0,21.0,S,Mrs,Child,High
,2,male,42.0,1,1,32.5,S,Mr,Senior,VeryHigh
,2,female,29.0,1,0,26.0,S,Mrs,Adult,High
,3,female,28.0,1,0,14.4542,C,Mrs,YoungAdult,Medium
,2,female,0.92,1,2,27.75,S,Miss,Child,High
,3,male,20.0,0,0,7.925,S,Mr,Child,Medium
,1,male,27.0,1,0,136.7792,C,Mr,YoungAdult,VeryHigh
,3,male,24.0,0,0,9.325,S,Mr,YoungAdult,Medium
,3,male,32.5,0,0,9.5,S,Mr,Adult,Medium
,3,male,28.0,0,0,7.55,S,Mr,YoungAdult,Low
,3,male,28.0,0,0,7.75,Q,Mr,YoungAdult,Low
,3,male,28.0,0,0,8.05,S,Mr,YoungAdult,Medium
,2,female,19.0,0,0,13.0,S,Miss,Child,Medium
,3,male,21.0,0,0,7.775,S,Mr,Child,Low
,3,male,36.5,1,0,17.4,S,Mr,Senior,High
,3,male,21.0,0,0,7.8542,S,Mr,Child,Low
,2,female,29.0,0,2,23.0,S,Mrs,Adult,High
,3,female,1.0,1,1,12.1833,S,Miss,Child,Medium
,2,male,30.0,0,0,12.7375,C,Mr,Adult,Medium
,3,male,28.0,0,0,7.8958,S,Mr,YoungAdult,Low
,1,male,28.0,0,0,0.0,S,Mr,YoungAdult,Low
,3,male,28.0,0,0,7.55,S,Mr,YoungAdult,Low
,3,female,28.0,0,0,8.05,S,Miss,YoungAdult,Medium
,3,male,17.0,0,0,8.6625,S,Mr,Child,Medium
,1,male,46.0,0,0,75.2417,C,Mr,Senior,VeryHigh
,3,male,28.0,0,0,7.75,Q,Mr,YoungAdult,Low
,1,female,26.0,1,0,136.7792,C,Mrs,YoungAdult,VeryHigh
,3,female,28.0,1,0,15.5,Q,Miss,YoungAdult,High
,3,male,28.0,0,0,7.225,C,Mr,YoungAdult,Low
,2,female,20.0,1,0,26.0,S,Miss,Child,High
,2,male,28.0,0,0,10.5,S,Mr,YoungAdult,Medium
,2,male,40.0,1,0,26.0,S,Mr,Senior,High
,2,male,30.0,1,0,21.0,S,Mr,Adult,High
,2,male,22.0,0,0,10.5,S,Mr,Child,Medium
,3,female,23.0,0,0,8.6625,S,Miss,YoungAdult,Medium
,3,male,0.75,1,1,13.775,S,Unique,Child,Medium
,3,female,28.0,0,0,7.75,Q,Miss,YoungAdult,Low
,3,female,9.0,1,1,15.2458,C,Miss,Child,High
,3,female,2.0,1,1,20.2125,S,Miss,Child,High
,3,male,36.0,0,0,7.25,S,Mr,Senior,Low
,3,male,28.0,0,0,7.25,S,Mr,YoungAdult,Low
,1,male,24.0,1,0,82.2667,S,Mr,YoungAdult,VeryHigh
,3,male,28.0,0,0,7.2292,C,Mr,YoungAdult,Low
,3,male,28.0,0,0,8.05,S,Mr,YoungAdult,Medium
,1,male,28.0,0,0,39.6,S,Mr,YoungAdult,VeryHigh
,3,female,30.0,0,0,6.95,Q,Miss,Adult,Low
,3,male,28.0,0,0,7.2292,C,Mr,YoungAdult,Low
,1,male,53.0,1,1,81.8583,S,Unique,Senior,VeryHigh
,3,male,36.0,0,0,9.5,S,Mr,Senior,Medium
,3,male,26.0,0,0,7.8958,S,Mr,YoungAdult,Low
,2,female,1.0,1,2,41.5792,C,Miss,Child,VeryHigh
,3,male,28.0,2,0,21.6792,C,Mr,YoungAdult,High
,1,male,30.0,0,0,45.5,S,Mr,Adult,VeryHigh
,3,male,29.0,0,0,7.8542,S,Mr,Adult,Low
,3,male,32.0,0,0,7.775,S,Mr,Adult,Low
,2,male,28.0,0,0,15.0458,C,Mr,YoungAdult,High
,2,male,43.0,0,1,21.0,S,Mr,Senior,High
,3,male,24.0,0,0,8.6625,S,Mr,YoungAdult,Medium
,3,female,28.0,0,0,7.75,Q,Miss,YoungAdult,Low
,1,female,64.0,1,1,26.55,S,Mrs,Senior,High
,1,male,30.0,1,2,151.55,S,Mr,Adult,VeryHigh
,3,male,0.83,0,1,9.35,S,Unique,Child,Medium
,1,male,55.0,1,1,93.5,S,Mr,Senior,VeryHigh
,3,female,45.0,1,0,14.1083,S,Mrs,Senior,Medium
,3,male,18.0,0,0,8.6625,S,Mr,Child,Medium
,3,male,22.0,0,0,7.225,C,Mr,Child,Low
,3,male,28.0,0,0,7.575,S,Mr,YoungAdult,Low
,3,female,37.0,0,0,7.75,Q,Miss,Senior,Low
,1,female,55.0,0,0,135.6333,C,Mrs,Senior,VeryHigh
,3,female,17.0,0,0,7.7333,Q,Miss,Child,Low
,1,male,57.0,1,0,146.5208,C,Mr,Senior,VeryHigh
,2,male,19.0,0,0,10.5,S,Mr,Child,Medium
